2025-10-15 17:25:46 | INFO | {"category": "APP", "message": "Network scheduler started", "timestamp": "2025-10-15T17:25:46.825239"}
2025-10-15 17:25:46 | INFO | {"category": "APP", "message": "Guardian system started", "timestamp": "2025-10-15T17:25:46.836331"}
2025-10-15 17:25:46 | INFO | {"category": "APP", "message": "Metric recorded: system.startup", "timestamp": "2025-10-15T17:25:46.841159", "metric_type": "system", "action": "startup", "value": 1}
2025-10-15 17:27:10 | ERROR | {"category": "SECURITY", "message": "Invalid CSRF token for user: admin", "timestamp": "2025-10-15T17:27:10.296539", "severity": "high", "username": "admin"}
2025-10-15 17:28:44 | INFO | {"category": "AUTH", "message": "User admin logged in successfully", "timestamp": "2025-10-15T17:28:44.493140", "success": true, "username": "admin"}
2025-10-15 17:28:44 | INFO | {"category": "APP", "message": "Metric recorded: auth.login_success", "timestamp": "2025-10-15T17:28:44.854157", "metric_type": "auth", "action": "login_success", "value": 1, "username": "admin"}
2025-10-15 17:29:08 | INFO | {"category": "NETWORK", "message": "Starting network scan on 192.168.0.0/24", "timestamp": "2025-10-15T17:29:08.814160"}
2025-10-15 17:29:26 | WARNING | {"category": "APP", "message": "MAC resolution error for IP 192.168.0.1: [Errno 2] No such file or directory: 'arp'", "timestamp": "2025-10-15T17:29:26.839022"}
2025-10-15 17:29:26 | WARNING | {"category": "APP", "message": "MAC resolution error for IP 192.168.0.10: [Errno 2] No such file or directory: 'arp'", "timestamp": "2025-10-15T17:29:26.849441"}
2025-10-15 17:29:27 | WARNING | {"category": "APP", "message": "MAC resolution error for IP 192.168.0.12: [Errno 2] No such file or directory: 'arp'", "timestamp": "2025-10-15T17:29:27.133311"}
2025-10-15 17:29:29 | WARNING | {"category": "APP", "message": "MAC resolution error for IP 192.168.0.2: Command '['ping', '-c', '1', '192.168.0.2']' timed out after 2 seconds", "timestamp": "2025-10-15T17:29:29.185994"}
2025-10-15 17:29:29 | WARNING | {"category": "APP", "message": "MAC resolution error for IP 192.168.0.3: [Errno 2] No such file or directory: 'arp'", "timestamp": "2025-10-15T17:29:29.198851"}
2025-10-15 17:29:29 | WARNING | {"category": "APP", "message": "MAC resolution error for IP 192.168.0.6: [Errno 2] No such file or directory: 'arp'", "timestamp": "2025-10-15T17:29:29.360017"}
2025-10-15 17:29:29 | WARNING | {"category": "APP", "message": "MAC resolution error for IP 192.168.0.8: [Errno 2] No such file or directory: 'arp'", "timestamp": "2025-10-15T17:29:29.423851"}
2025-10-15 17:29:29 | INFO | {"category": "NETWORK", "message": "Scan completed on 192.168.0.0/24", "timestamp": "2025-10-15T17:29:29.429276", "devices_found": 7, "duration_seconds": 20.615044}
2025-10-15 17:29:29 | INFO | {"category": "APP", "message": "Metric recorded: network.scan_completed", "timestamp": "2025-10-15T17:29:29.430838", "metric_type": "network", "action": "scan_completed", "value": 1, "devices_found": 7, "duration": 20.615044, "network_range": "192.168.0.0/24"}
2025-10-15 17:29:30 | ERROR | {"category": "SECURITY", "message": "Dispositivo NO autorizado detectado - IP: 192.168.0.1, MAC: Desconocida", "timestamp": "2025-10-15T17:29:30.143964", "severity": "high", "event_type": "intrusion_detected", "ip": "192.168.0.1", "mac": "Desconocida"}
2025-10-15 17:29:30 | INFO | {"category": "APP", "message": "Metric recorded: security.intrusion_alert", "timestamp": "2025-10-15T17:29:30.144618", "metric_type": "security", "action": "intrusion_alert", "value": 1, "ip": "192.168.0.1", "mac": "Desconocida"}
2025-10-15 17:29:30 | ERROR | {"category": "SECURITY", "message": "Dispositivo NO autorizado detectado - IP: 192.168.0.10, MAC: Desconocida", "timestamp": "2025-10-15T17:29:30.976491", "severity": "high", "event_type": "intrusion_detected", "ip": "192.168.0.10", "mac": "Desconocida"}
2025-10-15 17:29:30 | INFO | {"category": "APP", "message": "Metric recorded: security.intrusion_alert", "timestamp": "2025-10-15T17:29:30.977192", "metric_type": "security", "action": "intrusion_alert", "value": 1, "ip": "192.168.0.10", "mac": "Desconocida"}
2025-10-15 17:29:31 | ERROR | {"category": "SECURITY", "message": "Dispositivo NO autorizado detectado - IP: 192.168.0.12, MAC: Desconocida", "timestamp": "2025-10-15T17:29:31.587143", "severity": "high", "event_type": "intrusion_detected", "ip": "192.168.0.12", "mac": "Desconocida"}
2025-10-15 17:29:31 | INFO | {"category": "APP", "message": "Metric recorded: security.intrusion_alert", "timestamp": "2025-10-15T17:29:31.587818", "metric_type": "security", "action": "intrusion_alert", "value": 1, "ip": "192.168.0.12", "mac": "Desconocida"}
2025-10-15 17:29:32 | ERROR | {"category": "SECURITY", "message": "Dispositivo NO autorizado detectado - IP: 192.168.0.2, MAC: Desconocida", "timestamp": "2025-10-15T17:29:32.219378", "severity": "high", "event_type": "intrusion_detected", "ip": "192.168.0.2", "mac": "Desconocida"}
2025-10-15 17:29:32 | INFO | {"category": "APP", "message": "Metric recorded: security.intrusion_alert", "timestamp": "2025-10-15T17:29:32.220906", "metric_type": "security", "action": "intrusion_alert", "value": 1, "ip": "192.168.0.2", "mac": "Desconocida"}
2025-10-15 17:29:32 | ERROR | {"category": "SECURITY", "message": "Dispositivo NO autorizado detectado - IP: 192.168.0.3, MAC: Desconocida", "timestamp": "2025-10-15T17:29:32.629717", "severity": "high", "event_type": "intrusion_detected", "ip": "192.168.0.3", "mac": "Desconocida"}
2025-10-15 17:29:32 | INFO | {"category": "APP", "message": "Metric recorded: security.intrusion_alert", "timestamp": "2025-10-15T17:29:32.640677", "metric_type": "security", "action": "intrusion_alert", "value": 1, "ip": "192.168.0.3", "mac": "Desconocida"}
2025-10-15 17:29:33 | ERROR | {"category": "SECURITY", "message": "Dispositivo NO autorizado detectado - IP: 192.168.0.6, MAC: Desconocida", "timestamp": "2025-10-15T17:29:33.273474", "severity": "high", "event_type": "intrusion_detected", "ip": "192.168.0.6", "mac": "Desconocida"}
2025-10-15 17:29:33 | INFO | {"category": "APP", "message": "Metric recorded: security.intrusion_alert", "timestamp": "2025-10-15T17:29:33.274277", "metric_type": "security", "action": "intrusion_alert", "value": 1, "ip": "192.168.0.6", "mac": "Desconocida"}
